Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,Sorted_genres
Rump Shaker,4dY4JVC0Q9CwpeZ6JAclIc,Wreckx-N-Effect,6lLYZf9GpSq6Pf09g2N2xK,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,audio_features,4dY4JVC0Q9CwpeZ6JAclIc,spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/tracks/4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/audio-analysis/4dY4JVC0Q9CwpeZ6JAclIc,312360,4,"['hip hop', 'miami bass', 'new jack swing']",miami bass
Heat Of The Moment,2ZBalNGwjqdKJd29O76wBV,Asia,1bdytLV3FPjyhfrb6BhMej,0.324,0.84,1,-7.31,1,0.0489,0.358,0.000239,0.367,0.576,136.136,audio_features,2ZBalNGwjqdKJd29O76wBV,spotify:track:2ZBalNGwjqdKJd29O76wBV,https://api.spotify.com/v1/tracks/2ZBalNGwjqdKJd29O76wBV,https://api.spotify.com/v1/audio-analysis/2ZBalNGwjqdKJd29O76wBV,227627,4,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock']",rock
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",4BFMQ15vXr626UOoZL8bUI,Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,audio_features,4BFMQ15vXr626UOoZL8bUI,spotify:track:4BFMQ15vXr626UOoZL8bUI,https://api.spotify.com/v1/tracks/4BFMQ15vXr626UOoZL8bUI,https://api.spotify.com/v1/audio-analysis/4BFMQ15vXr626UOoZL8bUI,289067,4,['soft rock'],rock
Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,0.435,0.658,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,audio_features,5prTs2HAw2G4idHZyeFp8o,spotify:track:5prTs2HAw2G4idHZyeFp8o,https://api.spotify.com/v1/tracks/5prTs2HAw2G4idHZyeFp8o,https://api.spotify.com/v1/audio-analysis/5prTs2HAw2G4idHZyeFp8o,269787,4,"['europop', 'new wave pop', 'soft rock']",pop
Summer Of '69,0GONea6G2XdnHWjNZd6zt3,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",rock
I Can Dream About You,37nxLdGbmgEYQYrqe14xOp,Dan Hartman,1HvcqyRLS9nF8hAbTWOqpr,0.743,0.5,9,-14.105,1,0.0513,0.0515,0.0,0.0373,0.903,112.989,audio_features,37nxLdGbmgEYQYrqe14xOp,spotify:track:37nxLdGbmgEYQYrqe14xOp,https://api.spotify.com/v1/tracks/37nxLdGbmgEYQYrqe14xOp,https://api.spotify.com/v1/audio-analysis/37nxLdGbmgEYQYrqe14xOp,249560,4,['disco'],disco
Let's Hear It for the Boy,0RMo4bixbZYfzuJ4AYBLu9,Deniece Williams,5jNGQ7VOU87x5402JjhTtd,0.81,0.386,7,-14.932,1,0.0595,0.0778,0.00112,0.0404,0.812,122.585,audio_features,0RMo4bixbZYfzuJ4AYBLu9,spotify:track:0RMo4bixbZYfzuJ4AYBLu9,https://api.spotify.com/v1/tracks/0RMo4bixbZYfzuJ4AYBLu9,https://api.spotify.com/v1/audio-analysis/0RMo4bixbZYfzuJ4AYBLu9,260493,4,"['contemporary r&b', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",disco
Come On Eileen,0EMmVUYs9ZZRHtlADB88uz,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,audio_features,0EMmVUYs9ZZRHtlADB88uz,spotify:track:0EMmVUYs9ZZRHtlADB88uz,https://api.spotify.com/v1/tracks/0EMmVUYs9ZZRHtlADB88uz,https://api.spotify.com/v1/audio-analysis/0EMmVUYs9ZZRHtlADB88uz,287307,4,"['new romantic', 'new wave', 'new wave pop']",new wave
The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,Europe,7Js6Lde8thlIHXggv2SCBz,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",rock
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",0Ohb2OGQiYWNVPSMprmBtM,Glenn Frey,3vMWY1bUrmYoSoEWLiQWOZ,0.649,0.857,7,-7.015,1,0.044,0.11,1.21e-05,0.0871,0.962,149.583,audio_features,0Ohb2OGQiYWNVPSMprmBtM,spotify:track:0Ohb2OGQiYWNVPSMprmBtM,https://api.spotify.com/v1/tracks/0Ohb2OGQiYWNVPSMprmBtM,https://api.spotify.com/v1/audio-analysis/0Ohb2OGQiYWNVPSMprmBtM,225507,4,"['album rock', 'classic rock', 'country rock', 'heartland rock', 'mellow gold', 'new wave pop', 'singer-songwriter', 'soft rock']",rock
The Power Of Love,2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",rock
Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,The Human League,1aX2dmV8XoHYCOQRxjPESG,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,audio_features,3L7RtEcu1Hw3OXrpnthngx,spotify:track:3L7RtEcu1Hw3OXrpnthngx,https://api.spotify.com/v1/tracks/3L7RtEcu1Hw3OXrpnthngx,https://api.spotify.com/v1/audio-analysis/3L7RtEcu1Hw3OXrpnthngx,236920,4,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",pop
Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,69Mj3u4FTUrpyeGNSIaU6F,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,audio_features,1ynmMEK1fkyiZ6Z6F3ThEt,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/tracks/1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/audio-analysis/1ynmMEK1fkyiZ6Z6F3ThEt,216533,4,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",rock
Footloose,6W2VbtvMrDXm5vYeB7amkO,Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,audio_features,6W2VbtvMrDXm5vYeB7amkO,spotify:track:6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707,4,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']",rock
Working for the Weekend,0sgDEFq9oeC8ueOK0mR5IA,Loverboy,2CLVPk9FcywjClBcTvWPkT,0.526,0.924,7,-5.591,1,0.0391,0.027,0.000728,0.598,0.793,147.28,audio_features,0sgDEFq9oeC8ueOK0mR5IA,spotify:track:0sgDEFq9oeC8ueOK0mR5IA,https://api.spotify.com/v1/tracks/0sgDEFq9oeC8ueOK0mR5IA,https://api.spotify.com/v1/audio-analysis/0sgDEFq9oeC8ueOK0mR5IA,220707,4,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'soft rock']",rock
Our House,0vWCLHyiA1G3eqBPnY1WFW,Madness,4AYkFtEBnNnGuoo8HaHErd,0.606,0.627,0,-10.59,1,0.0487,0.0243,0.000153,0.366,0.729,121.608,audio_features,0vWCLHyiA1G3eqBPnY1WFW,spotify:track:0vWCLHyiA1G3eqBPnY1WFW,https://api.spotify.com/v1/tracks/0vWCLHyiA1G3eqBPnY1WFW,https://api.spotify.com/v1/audio-analysis/0vWCLHyiA1G3eqBPnY1WFW,199827,4,"['britpop', 'new wave', 'ska', 'ska revival']",ska
Down Under,46RVKt5Edm1zl0rXhPJZxz,Men At Work,0f3EsoviYnRKTkmayI3cux,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4,"['album rock', 'australian rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",rock
"I Melt with You (7"" Mix)",0XGyBJ0tNebqppbNEyCAcM,Modern English,0fYPQBOx0vsRMmjUba9HgF,0.457,0.64,0,-12.231,1,0.0437,0.000384,0.000142,0.0611,0.634,156.203,audio_features,0XGyBJ0tNebqppbNEyCAcM,spotify:track:0XGyBJ0tNebqppbNEyCAcM,https://api.spotify.com/v1/tracks/0XGyBJ0tNebqppbNEyCAcM,https://api.spotify.com/v1/audio-analysis/0XGyBJ0tNebqppbNEyCAcM,230027,4,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",pop
Broken Wings,78FHUZRbFDCG6VkRAQdFLm,Mr. Mister,7Bah8E0kCETqEpAHI6CPzQ,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,audio_features,78FHUZRbFDCG6VkRAQdFLm,spotify:track:78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/audio-analysis/78FHUZRbFDCG6VkRAQdFLm,343933,4,"['album rock', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",pop
Always Something There To Remind Me,1KTHBXLx0Tt8BuBKZEaE45,Naked Eyes,3C6chBmZ9wzisBhoh8G2nK,0.624,0.594,7,-11.627,1,0.0358,0.149,0.0,0.355,0.689,149.326,audio_features,1KTHBXLx0Tt8BuBKZEaE45,spotify:track:1KTHBXLx0Tt8BuBKZEaE45,https://api.spotify.com/v1/tracks/1KTHBXLx0Tt8BuBKZEaE45,https://api.spotify.com/v1/audio-analysis/1KTHBXLx0Tt8BuBKZEaE45,223267,4,"['new romantic', 'new wave pop', 'synthpop']",pop
Love Hurts,1i5oEx2vFczQ2sCY3c6Kn5,Nazareth,6fvN9GmMCVKb5LY0WsnjFP,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",rock
99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,Nena,6Tz0QRoe083BcOo2YbG9lV,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,audio_features,6HA97v4wEGQ5TUClRM0XLc,spotify:track:6HA97v4wEGQ5TUClRM0XLc,https://api.spotify.com/v1/tracks/6HA97v4wEGQ5TUClRM0XLc,https://api.spotify.com/v1/audio-analysis/6HA97v4wEGQ5TUClRM0XLc,233000,4,"['german pop', 'new wave pop']",pop
Enola Gay - Remastered 2003,3NYCaxkggl0Hh8vQptSUvV,Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,audio_features,3NYCaxkggl0Hh8vQptSUvV,spotify:track:3NYCaxkggl0Hh8vQptSUvV,https://api.spotify.com/v1/tracks/3NYCaxkggl0Hh8vQptSUvV,https://api.spotify.com/v1/audio-analysis/3NYCaxkggl0Hh8vQptSUvV,213693,4,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",pop
Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,Rick Springfield,6IFXsrXBpwbIqtOUOiAa3p,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,audio_features,5RsUlxLto4NZbhJpqJbHfN,spotify:track:5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/tracks/5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/audio-analysis/5RsUlxLto4NZbhJpqJbHfN,194120,4,"['album rock', 'australian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",rock
We're All Alone,4yH1OwvQn76EezkbRV7Poa,Rita Coolidge,1vnIL4DMlivP55ioM6KitW,0.32,0.428,7,-8.979,1,0.0288,0.342,2.91e-05,0.168,0.268,127.68,audio_features,4yH1OwvQn76EezkbRV7Poa,spotify:track:4yH1OwvQn76EezkbRV7Poa,https://api.spotify.com/v1/tracks/4yH1OwvQn76EezkbRV7Poa,https://api.spotify.com/v1/audio-analysis/4yH1OwvQn76EezkbRV7Poa,219480,4,"['adult standards', 'mellow gold', 'native american traditional', 'singer-songwriter', 'soft rock']",rock
Maggie May,6c20LH3R4foocWLmYyojWq,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,0.611,0.583,2,-10.428,1,0.0408,0.611,0.0853,0.0688,0.53,129.432,audio_features,6c20LH3R4foocWLmYyojWq,spotify:track:6c20LH3R4foocWLmYyojWq,https://api.spotify.com/v1/tracks/6c20LH3R4foocWLmYyojWq,https://api.spotify.com/v1/audio-analysis/6c20LH3R4foocWLmYyojWq,350267,4,"['mellow gold', 'soft rock']",rock
We Built This City,7aHRctaQ7vjxVTVmY8OhAA,Starship,0kObWap02DEg9EAJ3PBxzf,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,7aHRctaQ7vjxVTVmY8OhAA,spotify:track:7aHRctaQ7vjxVTVmY8OhAA,https://api.spotify.com/v1/tracks/7aHRctaQ7vjxVTVmY8OhAA,https://api.spotify.com/v1/audio-analysis/7aHRctaQ7vjxVTVmY8OhAA,296080,4,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",rock
Higher Love - Single Version,7yDmjiDuIlGTaWgmvSK9FJ,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,0.719,0.9,5,-6.686,1,0.0454,0.0683,0.0465,0.397,0.926,98.796,audio_features,7yDmjiDuIlGTaWgmvSK9FJ,spotify:track:7yDmjiDuIlGTaWgmvSK9FJ,https://api.spotify.com/v1/tracks/7yDmjiDuIlGTaWgmvSK9FJ,https://api.spotify.com/v1/audio-analysis/7yDmjiDuIlGTaWgmvSK9FJ,252253,4,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",rock
Eye of the Tiger,2HHtWyy5CgaQbC7XSoOb0e,Survivor,26bcq2nyj5GB7uRr558iQg,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,2HHtWyy5CgaQbC7XSoOb0e,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773,4,"['album rock', 'glam metal', 'hard rock', 'soft rock']",rock
Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",pop
"Baby, I Love Your Way/Freebird",0kzSooCGpuphLwn8iTuO9h,Will To Power,63I04Kj1gXC1LLSVcrOzLN,0.625,0.435,7,-12.02,1,0.0286,0.02,0.00245,0.202,0.484,150.832,audio_features,0kzSooCGpuphLwn8iTuO9h,spotify:track:0kzSooCGpuphLwn8iTuO9h,https://api.spotify.com/v1/tracks/0kzSooCGpuphLwn8iTuO9h,https://api.spotify.com/v1/audio-analysis/0kzSooCGpuphLwn8iTuO9h,247200,4,['freestyle'],freestyle
Hold On,4VZDv8sASBS8UruUBGTFdk,Wilson Phillips,1yMYjh77WgOVafRkI50mim,0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,audio_features,4VZDv8sASBS8UruUBGTFdk,spotify:track:4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/tracks/4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/audio-analysis/4VZDv8sASBS8UruUBGTFdk,266867,4,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']",rock
Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,Will Smith,41qil2VaGbD194gaEcmmyx,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,audio_features,0weAUscowxeqDtpCgtbpgp,spotify:track:0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/audio-analysis/0weAUscowxeqDtpCgtbpgp,227933,4,"['hip hop', 'pop rap']",pop
Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,Eve,4d3yvTptO48nOYTPBcPFZC,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",r&b
She Wildin',5NowKQ0Qy95ZviLstRtgUM,Fabolous,0YWxKQj2Go9CGHCp77UOyy,0.632,0.657,3,-5.144,0,0.0967,0.0292,0.0,0.233,0.151,91.38,audio_features,5NowKQ0Qy95ZviLstRtgUM,spotify:track:5NowKQ0Qy95ZviLstRtgUM,https://api.spotify.com/v1/tracks/5NowKQ0Qy95ZviLstRtgUM,https://api.spotify.com/v1/audio-analysis/5NowKQ0Qy95ZviLstRtgUM,229080,4,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",rap
On My Block,3XcsaghGUCL9WzJz3TlLKo,Scarface,19KwjzvIL92r29IINtlPNP,0.834,0.917,10,-3.194,1,0.205,0.165,0.0,0.0533,0.601,82.766,audio_features,3XcsaghGUCL9WzJz3TlLKo,spotify:track:3XcsaghGUCL9WzJz3TlLKo,https://api.spotify.com/v1/tracks/3XcsaghGUCL9WzJz3TlLKo,https://api.spotify.com/v1/audio-analysis/3XcsaghGUCL9WzJz3TlLKo,214533,4,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop']",rap
Welcome To Jamrock,22AbXxQbMdVqEz7xJjhccG,Damian Marley,3QJzdZJYIAcoET1GcfpNGi,0.836,0.661,7,-6.502,0,0.338,0.0208,0.0,0.449,0.753,76.71,audio_features,22AbXxQbMdVqEz7xJjhccG,spotify:track:22AbXxQbMdVqEz7xJjhccG,https://api.spotify.com/v1/tracks/22AbXxQbMdVqEz7xJjhccG,https://api.spotify.com/v1/audio-analysis/22AbXxQbMdVqEz7xJjhccG,213200,4,"['reggae', 'reggae fusion']",reggae
U.N.I.T.Y.,3mmbJnh1L94Zl8QZcUTq39,Queen Latifah,5m7wCUhYhBh7A3A3YMxrbt,0.659,0.738,4,-4.077,0,0.362,0.00561,0.0,0.319,0.516,93.796,audio_features,3mmbJnh1L94Zl8QZcUTq39,spotify:track:3mmbJnh1L94Zl8QZcUTq39,https://api.spotify.com/v1/tracks/3mmbJnh1L94Zl8QZcUTq39,https://api.spotify.com/v1/audio-analysis/3mmbJnh1L94Zl8QZcUTq39,251907,4,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'new jersey rap']",hip hop
Let Me Clear My Throat - Old School Reunion Remix '96,7k3sn5TIQ3qRVJ8FPTG9kx,DJ Kool,1SWGyp2nxNSyQkRX1eqoUp,0.697,0.901,7,-7.154,1,0.259,0.169,0.0,0.356,0.535,103.145,audio_features,7k3sn5TIQ3qRVJ8FPTG9kx,spotify:track:7k3sn5TIQ3qRVJ8FPTG9kx,https://api.spotify.com/v1/tracks/7k3sn5TIQ3qRVJ8FPTG9kx,https://api.spotify.com/v1/audio-analysis/7k3sn5TIQ3qRVJ8FPTG9kx,290160,4,['old school hip hop'],hip hop
Lonely Soul,6D2FMgB1DFP3KMCdmAzqkI,UNKLE,2nszamLjZFgu3Yx77mKxuC,0.465,0.569,9,-7.952,0,0.0376,0.1,0.0422,0.106,0.114,91.529,audio_features,6D2FMgB1DFP3KMCdmAzqkI,spotify:track:6D2FMgB1DFP3KMCdmAzqkI,https://api.spotify.com/v1/tracks/6D2FMgB1DFP3KMCdmAzqkI,https://api.spotify.com/v1/audio-analysis/6D2FMgB1DFP3KMCdmAzqkI,536760,4,"['electronica', 'trip hop']",electro
Better Off Alone,0pMUR7Uvp6vxlbG0qBFvgM,Alice Deejay,2tbvDi9eXf9XXp06LupkED,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,audio_features,0pMUR7Uvp6vxlbG0qBFvgM,spotify:track:0pMUR7Uvp6vxlbG0qBFvgM,https://api.spotify.com/v1/tracks/0pMUR7Uvp6vxlbG0qBFvgM,https://api.spotify.com/v1/audio-analysis/0pMUR7Uvp6vxlbG0qBFvgM,214883,4,['eurodance'],eurodance
Never Say Never,6ree5fyVA3tyr2lK1a8NX7,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,0.753,0.789,8,-7.469,0,0.0274,0.00779,0.111,0.325,0.65,126.008,audio_features,6ree5fyVA3tyr2lK1a8NX7,spotify:track:6ree5fyVA3tyr2lK1a8NX7,https://api.spotify.com/v1/tracks/6ree5fyVA3tyr2lK1a8NX7,https://api.spotify.com/v1/audio-analysis/6ree5fyVA3tyr2lK1a8NX7,263053,4,"['alternative dance', 'big beat', 'electronica', 'filter house']",electro
You & Me (feat. W. Darling),3x94KfC5QAsqFKjUGQBH4k,Bassnectar,1JPy5PsJtkhftfdr6saN2i,0.495,0.743,7,-4.021,1,0.0341,0.000748,0.393,0.322,0.151,140.047,audio_features,3x94KfC5QAsqFKjUGQBH4k,spotify:track:3x94KfC5QAsqFKjUGQBH4k,https://api.spotify.com/v1/tracks/3x94KfC5QAsqFKjUGQBH4k,https://api.spotify.com/v1/audio-analysis/3x94KfC5QAsqFKjUGQBH4k,244286,4,"['bass music', 'breakbeat', 'brostep', 'edm', 'glitch hop']",edm
Sunny Road,5dcfP0DYH5SDeizgbHZop6,Emilíana Torrini,08j69Ndyx1P7RLO3Janb5P,0.611,0.148,4,-15.944,0,0.039,0.919,0.00266,0.125,0.335,83.78,audio_features,5dcfP0DYH5SDeizgbHZop6,spotify:track:5dcfP0DYH5SDeizgbHZop6,https://api.spotify.com/v1/tracks/5dcfP0DYH5SDeizgbHZop6,https://api.spotify.com/v1/audio-analysis/5dcfP0DYH5SDeizgbHZop6,184533,4,"['icelandic indie', 'icelandic pop', 'icelandic singer-songwriter']",icelandic indie
Call On Me - Radio Edit,6E0dc82Da4W5QWXR8ktoGT,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,0.606,0.847,10,-5.96,1,0.403,0.00553,0.00169,0.819,0.483,126.257,audio_features,6E0dc82Da4W5QWXR8ktoGT,spotify:track:6E0dc82Da4W5QWXR8ktoGT,https://api.spotify.com/v1/tracks/6E0dc82Da4W5QWXR8ktoGT,https://api.spotify.com/v1/audio-analysis/6E0dc82Da4W5QWXR8ktoGT,169427,4,"['edm', 'electro house', 'house', 'pop dance', 'progressive house']",house
I Can't Stop,5WSL7UTa38jMWoBzObD4BD,Flux Pavilion,7muzHifhMdnfN1xncRLOqk,0.524,0.601,0,-13.399,0,0.0335,0.00108,0.601,0.398,0.314,139.972,audio_features,5WSL7UTa38jMWoBzObD4BD,spotify:track:5WSL7UTa38jMWoBzObD4BD,https://api.spotify.com/v1/tracks/5WSL7UTa38jMWoBzObD4BD,https://api.spotify.com/v1/audio-analysis/5WSL7UTa38jMWoBzObD4BD,305786,4,"['brostep', 'classic dubstep', 'complextro', 'edm', 'electro house']",dubstep
Still Getting It Ft. Skrillex,2Ds0rQ7OXCyMylJ4CYY39q,Foreign Beggars,0sQ1wgSdRpoysgsa1VnI4G,0.591,0.956,5,-4.813,0,0.116,0.00556,0.00102,0.367,0.652,140.062,audio_features,2Ds0rQ7OXCyMylJ4CYY39q,spotify:track:2Ds0rQ7OXCyMylJ4CYY39q,https://api.spotify.com/v1/tracks/2Ds0rQ7OXCyMylJ4CYY39q,https://api.spotify.com/v1/audio-analysis/2Ds0rQ7OXCyMylJ4CYY39q,240012,4,"['brostep', 'filthstep', 'uk hip hop']",hip hop
Space Walk,0dh2F3Mi1b1EGafGmvUC9M,Lemon Jelly,5uh8Bhewltd8j0TLZjNImc,0.628,0.89,9,-7.923,1,0.0302,0.0877,0.449,0.216,0.592,104.989,audio_features,0dh2F3Mi1b1EGafGmvUC9M,spotify:track:0dh2F3Mi1b1EGafGmvUC9M,https://api.spotify.com/v1/tracks/0dh2F3Mi1b1EGafGmvUC9M,https://api.spotify.com/v1/audio-analysis/0dh2F3Mi1b1EGafGmvUC9M,422827,4,"['downtempo', 'electronica', 'trip hop']",electro
